SNR,N,PreambleMissed,OffsetFail,CFO_MAE_Hz,CFO_SuccessRate,STO_MAE_samples,STO_SuccessRate,SymbolAccuracy
-15,1,0,0,20531.9003,0.0,166.0,0.0,100.0
-5,1,1,0,nan,0.0,nan,0.0,0.0
0,3,0,0,3.3037,100.0,0.0,100.0,100.0
