SNR,DetRate
-34,3.2258
-33,0.0
-32,0.0
-31,1.3158
-30,1.9231
-29,0.0
-28,0.0
-27,1.7857
-26,1.6949
-25,9.6774
-24,6.7797
-23,5.8824
-22,18.0
-21,14.2857
-20,26.9231
-19,32.7869
-18,37.5
-17,52.7273
-16,59.0164
-15,79.3103
-14,77.4648
-13,81.4815
-12,85.7143
-11,88.6792
-10,89.0909
-9,95.2381
-8,100.0
-7,95.5556
-6,97.4684
-5,94.4444
-4,98.5714
-3,94.0
-2,100.0
-1,98.2759
0,100.0
