SNR,DetRate
-29,32.967
-28,36.2832
-27,27.193
-26,35.5769
-25,34.8315
-24,33.3333
-23,41.4634
-22,45.7143
-21,46.1538
-20,51.3043
-19,64.8148
-18,72.5664
-17,84.5455
-16,90.3846
-15,96.9697
-14,99.0099
-13,100.0
-12,100.0
-11,100.0
-10,100.0
