SNR,DetRate
-29,0.8547
-28,2.1505
-27,0.9615
-26,2.7027
-25,1.1628
-24,1.1364
-23,1.0753
-22,2.8846
-21,0.9804
-20,1.0753
-19,1.0989
-18,0.0
-17,0.0
-16,0.0
-15,0.8333
-14,0.0
-13,0.0
-12,0.0
-11,0.0
-10,0.0
