SNR,DetRate
-29,31.2
-28,30.1075
-27,27.6786
-26,29.5918
-25,26.087
-24,37.1134
-23,31.8182
-22,29.8851
-21,45.9459
-20,41.4141
-19,42.3529
-18,52.6316
-17,50.0
-16,52.5773
-15,60.0
-14,82.243
-13,85.7143
-12,91.5789
-11,96.3636
-10,100.0
