SNR,DetRate
-29,25.2747
-28,37.3626
-27,31.0
-26,26.9231
-25,28.3019
-24,29.3578
-23,34.2857
-22,26.7327
-21,48.7179
-20,32.4074
-19,45.2632
-18,52.5773
-17,50.5495
-16,70.0
-15,60.5505
-14,76.1364
-13,72.0
-12,77.8947
-11,78.6408
-10,83.0
