SNR,DetRate
-29,0.9901
-28,5.3763
-27,2.2989
-26,3.4091
-25,5.5046
-24,4.8544
-23,7.9208
-22,6.1404
-21,6.9307
-20,9.901
-19,10.4167
-18,24.2991
-17,17.9245
-16,22.3404
-15,18.8889
-14,18.3673
-13,28.8889
-12,22.9358
-11,22.807
-10,20.4082
